PWVmidTim        PW
20190715/1245   14.4
20190715/1315   13.9
20190715/1345   14.1
20190715/1415   14.1
20190715/1445   13.4
20190715/1515   13.9
20190715/1545   14.5
20190715/1615   14.1
20190715/1645   13.8
20190715/1715   13.4
20190715/1745   13.7
20190715/1815   13.9
20190715/1845   13.7
20190715/1915   13.7
20190715/1945   14.4
20190715/2015   16.4
20190715/2045   14.1
20190715/2115   12.5
20190715/2145   13.6
20190715/2215   14.3
20190715/2245   15.2
20190715/2315   15.4
20190715/2345   15.9
20190716/0015   16.3
20190716/0045   16.3
20190716/0115   15.7
20190716/0145   16.8
20190716/0215   18.0
20190716/0245   16.4
20190716/0315   15.4
20190716/0345   15.0
20190716/0415   15.0
20190716/0445   16.1
20190716/0515   15.9
20190716/0545   14.6
20190716/0615   14.4
20190716/0645   14.8
20190716/0715   14.3
20190716/0745   14.3
20190716/0815   14.9
20190716/0845   14.6
20190716/0915   14.4
20190716/0945   14.4
20190716/1015   14.8
20190716/1045   14.8
20190716/1115   14.9
20190716/1145   15.1
20190718/0015   15.1
20190718/0045   16.1
20190718/0115   16.3
20190718/0145   16.8
20190718/0215   18.5
20190718/0245   18.0
20190718/0315   17.3
20190718/0345   17.4
20190718/0415   17.4
20190718/0445   18.3
20190718/0515   18.6
20190718/0545   17.8
20190718/0615   17.1
20190718/0645   17.5
20190718/0715   16.7
20190718/0745   16.6
20190718/0815   17.2
20190718/0845   17.1
20190718/0915   16.8
20190718/0945   17.0
20190718/1015   17.5
20190718/1045   17.4
20190718/1115   16.4
20190718/1145   15.7
20190718/1215   16.4
20190718/1245   16.7
20190718/1315   16.0
20190718/1345   15.7
20190718/1415   15.2
20190718/1445   15.5
20190718/1515   16.5
20190718/1545   16.4
20190718/1615   15.9
20190718/1645   15.8
20190718/1715   16.2
20190718/1745   15.9
20190718/1815   15.5
20190718/1845   14.6
20190718/1915   14.9
20190718/1945   15.8
20190718/2015   15.9
20190718/2045   15.8
20190718/2115   15.7
20190718/2145   16.3
20190718/2215   15.9
20190718/2245   14.7
20190718/2315   14.7
20190718/2345   13.7
20190719/0015   13.0
20190719/0045   14.1
20190719/0115   14.2
20190719/0145   14.3
20190719/0215   15.7
20190719/0245   16.5
20190719/0315   16.2
20190719/0345   16.1
20190719/0415   16.3
20190719/0445   16.6
20190719/0515   16.0
20190719/0545   15.7
20190719/0615   15.5
20190719/0645   15.7
20190719/0715   15.2
20190719/0745   15.6
20190719/0815   16.6
20190719/0845   16.2
20190719/0915   16.3
20190719/0945   16.8
20190719/1015   16.8
20190719/1045   16.8
20190719/1115   16.9
20190719/1145   16.4
20190719/1215   16.8
20190719/1245   16.4
20190719/1315   16.1
20190719/1345   16.5
20190719/1415   15.6
20190719/1445   15.6
20190719/1515   16.1
20190719/1545   16.1
20190719/1615   16.6
20190719/1645   16.9
20190719/1715   15.5
20190719/1745   14.2
20190719/1815   14.9
20190719/1845   15.8
20190719/1915   16.1
20190719/1945   16.7
20190719/2015   16.7
20190719/2045   16.8
20190719/2115   17.0
20190719/2145   16.5
20190719/2215   17.1
20190719/2245   16.8
20190719/2315   14.8
20190719/2345   12.9
20190720/0015   12.7
20190720/0045   12.7
20190720/0115   11.4
20190720/0145   10.6
20190720/0215   10.3
20190720/0245   10.8
20190720/0315   11.1
20190720/0345   11.4
20190720/0415   12.1
20190720/0445   11.7
20190720/0515   12.4
20190720/0545   11.8
20190720/0615   10.8
20190720/0645   11.2
20190720/0715   8.1
20190720/0745   6.7
20190720/0815   7.1
20190720/0845   5.9
20190720/0915   5.7
20190720/0945   5.9
20190720/1015   6.0
20190720/1045   7.0
20190720/1115   7.7
20190720/1145   7.9
20190720/1215   8.9
20190720/1245   9.5
20190720/1315   10.0
20190720/1345   10.2
20190720/1415   9.6
20190720/1445   10.0
20190720/1515   10.7
20190720/1545   10.5
20190720/1615   10.4
20190720/1645   10.5
20190720/1715   10.4
20190720/1745   10.2
20190720/1815   10.5
20190720/1845   11.0
20190720/1915   11.9
20190720/1945   12.9
20190720/2015   13.3
20190720/2045   13.0
20190720/2115   13.0
20190720/2145   13.0
20190720/2215   13.1
20190720/2245   12.8
20190720/2315   12.2
20190720/2345   11.9
20190721/0015   11.9
20190721/0045   12.2
20190721/0115   12.1
20190721/0145   11.9
20190721/0215   12.0
20190721/0245   12.1
20190721/0315   11.9
20190721/0345   11.2
20190721/0415   10.2
20190721/0445   10.5
20190721/0515   10.7
20190721/0545   9.6
20190721/0615   9.2
20190721/0645   9.1
20190721/0715   9.4
20190721/0745   9.8
20190721/0815   10.6
20190721/0845   10.4
20190721/0915   10.1
20190721/0945   10.3
20190721/1015   10.2
20190721/1045   9.9
20190721/1115   9.7
20190721/1145   10.1
20190721/1215   10.4
20190721/1245   10.5
20190721/1315   10.8
20190721/1345   11.0
20190721/1415   10.7
20190721/1445   11.0
20190721/1515   11.3
20190721/1545   10.8
20190721/1615   10.3
20190721/1645   10.6
20190721/1715   10.8
20190721/1745   11.3
20190721/1815   12.6
20190721/1845   12.7
20190721/1915   12.6
20190721/1945   13.4
20190721/2015   13.3
20190721/2045   13.3
20190721/2115   13.9
20190721/2145   13.6
20190721/2215   13.8
20190721/2245   14.2
20190721/2315   14.3
20190721/2345   14.1
20190722/0015   14.4
20190722/0045   14.7
20190722/0115   14.1
20190722/0145   13.2
20190722/0215   12.8
20190722/0245   13.7
20190722/0315   14.1
20190722/0345   14.0
20190722/0415   14.6
20190722/0445   15.1
20190722/0515   14.7
20190722/0545   13.9
20190722/0615   14.2
20190722/0645   14.6
20190722/0715   15.0
20190722/0745   15.3
20190722/0815   15.2
20190722/0845   15.0
20190722/0915   15.3
20190722/0945   16.7
20190722/1015   17.1
20190722/1045   16.8
20190722/1115   16.6
20190722/1145   16.4
20190722/1215   17.1
20190722/1245   17.7
20190722/1315   17.6
20190722/1345   17.3
20190722/1415   16.5
20190722/1445   16.9
20190722/1515   17.3
20190722/1545   16.7
20190722/1615   16.3
20190722/1645   16.5
20190722/1715   16.1
20190722/1745   15.7
20190722/1815   15.9
20190722/1845   16.4
20190722/1915   16.5
20190722/1945   15.2
20190722/2015   11.0
20190722/2045   11.7
20190722/2115   14.2
20190722/2145   14.3
20190722/2215   16.3
20190722/2245   18.0
20190722/2315   17.6
20190722/2345   15.5
20190723/0015   15.6
20190723/0045   16.5
20190723/0115   17.2
20190723/0145   17.1
20190723/0215   16.0
20190723/0245   16.4
20190723/0315   16.8
20190723/0345   16.3
20190723/0415   16.8
20190723/0445   16.9
20190723/0515   16.8
20190723/0545   16.5
20190723/0615   16.6
20190723/0645   16.4
20190723/0715   16.5
20190723/0745   16.7
20190723/0815   16.9
20190723/0845   16.6
20190723/0915   16.0
20190723/0945   16.1
20190723/1015   16.0
20190723/1045   15.7
20190723/1115   15.4
20190723/1145   15.6
20190723/1215   15.6
20190723/1245   15.5
20190723/1315   16.0
20190723/1345   16.0
20190723/1415   15.5
20190723/1445   16.3
20190723/1515   16.9
20190723/1545   16.8
20190723/1615   17.4
20190723/1645   18.1
20190723/1715   17.1
20190723/1745   16.4
20190723/1815   16.8
20190723/1845   16.8
20190723/1915   17.0
20190723/1945   16.5
20190723/2015   16.6
20190723/2045   17.3
20190723/2115   16.8
20190723/2145   17.1
20190723/2215   17.4
20190723/2245   18.5
20190723/2315   18.4
20190723/2345   17.8
20190724/0015   18.7
20190724/0045   19.0
20190724/0115   18.7
20190724/0145   20.0
20190724/0215   20.8
20190724/0245   20.1
20190724/0315   19.8
20190724/0345   19.3
20190724/0415   20.1
20190724/0445   20.1
20190724/0515   19.6
20190724/0545   19.2
20190724/0615   19.5
20190724/0645   20.3
20190724/0715   20.6
20190724/0745   20.6
20190724/0815   20.6
20190724/0845   21.0
20190724/0915   21.3
20190724/0945   21.3
20190724/1015   21.5
20190724/1045   21.8
20190724/1115   22.0
20190724/1145   22.7
20190724/1215   23.5
20190724/1245   24.1
20190724/1315   24.4
20190724/1345   24.1
20190724/1415   23.7
20190724/1445   24.3
20190724/1515   24.3
20190724/1545   23.4
20190724/1615   23.3
20190724/1645   23.1
20190724/1715   22.9
20190724/1745   22.0
20190724/1815   21.2
20190724/1845   21.7
20190724/1915   21.6
20190724/1945   21.3
20190724/2015   22.2
20190724/2045   23.3
20190724/2115   20.6
20190724/2145   18.3
20190724/2215   17.7
20190724/2245   16.4
20190724/2315   15.1
20190724/2345   13.8
20190725/0015   13.7
20190725/0045   13.8
20190725/0115   13.0
20190725/0145   11.9
20190725/0215   10.8
20190725/0245   11.0
20190725/0315   11.0
20190725/0345   9.8
20190725/0415   10.3
20190725/0445   10.3
20190725/0515   9.7
20190725/0545   8.9
20190725/0615   8.4
20190725/0645   9.1
20190725/0715   9.7
20190725/0745   9.3
20190725/0815   9.3
20190725/0845   9.7
20190725/0915   9.7
20190725/0945   9.3
20190725/1015   9.0
20190725/1045   8.4
20190725/1115   7.3
20190725/1145   7.2
20190725/1215   7.2
20190725/1245   6.9
20190725/1315   7.0
20190725/1345   6.7
20190725/1415   6.8
20190725/1445   7.2
20190725/1515   7.1
20190725/1545   6.7
20190725/1615   7.2
20190725/1645   7.1
20190725/1715   6.4
20190725/1745   6.3
20190725/1815   6.4
20190725/1845   6.8
20190725/1915   7.1
20190725/1945   6.4
20190725/2015   6.4
20190725/2045   7.8
20190725/2115   8.1
20190725/2145   7.9
20190725/2215   8.0
20190725/2245   8.3
20190725/2315   8.2
20190725/2345   7.5
20190726/0015   7.7
20190726/0045   8.2
20190726/0115   7.8
20190726/0145   7.8
20190726/0215   7.6
20190726/0245   7.7
20190726/0315   8.0
20190726/0345   7.8
20190726/0415   8.7
20190726/0445   9.0
20190726/0515   8.3
20190726/0545   7.6
20190726/0615   7.5
20190726/0645   7.8
20190726/0715   8.4
20190726/0745   8.6
20190726/0815   8.3
20190726/0845   8.5
20190726/0915   9.4
20190726/0945   9.7
20190726/1015   9.3
20190726/1045   9.0
20190726/1115   8.8
20190726/1145   8.8
20190726/1215   8.6
20190726/1245   8.6
20190726/1315   8.5
20190726/1345   8.3
20190726/1415   9.0
20190726/1445   9.4
20190726/1515   9.1
20190726/1545   9.4
20190726/1615   10.4
20190726/1645   11.1
20190726/1715   11.3
20190726/1745   11.8
20190726/1815   12.1
20190726/1845   12.3
20190726/1915   12.6
20190726/1945   13.2
20190726/2015   13.8
20190726/2045   15.0
20190726/2115   15.8
20190726/2145   16.4
20190726/2215   17.5
20190726/2245   18.2
20190726/2315   18.0
20190726/2345   17.4
20190727/0015   18.0
20190727/0045   19.3
20190727/0115   19.7
20190727/0145   18.8
20190727/0215   18.6
20190727/0245   18.6
20190727/0315   18.3
20190727/0345   18.3
20190727/0415   19.2
20190727/0445   20.1
20190727/0515   19.4
20190727/0545   18.4
20190727/0615   18.5
20190727/0645   18.5
20190727/0715   18.5
20190727/0745   18.6
20190727/0815   18.3
20190727/0845   18.4
20190727/0915   18.7
20190727/0945   18.9
20190727/1015   18.9
20190727/1045   19.0
20190727/1115   18.9
20190727/1145   19.3
20190727/1215   19.5
20190727/1245   19.4
20190727/1315   19.3
20190727/1345   19.3
20190727/1415   19.7
20190727/1445   20.0
20190727/1515   20.1
20190727/1545   20.4
20190727/1615   20.8
20190727/1645   20.5
20190727/1715   20.8
20190727/1745   21.8
20190727/1815   21.5
20190727/1845   21.1
20190727/1915   21.5
20190727/1945   21.1
20190727/2015   20.7
20190727/2045   21.7
20190727/2115   21.4
20190727/2145   20.1
20190727/2215   19.9
20190727/2245   19.0
20190727/2315   18.0
20190727/2345   17.3
20190728/0015   15.8
20190728/0045   14.9
20190728/0115   15.0
20190728/0145   16.2
20190728/0215   18.6
20190728/0245   20.6
20190728/0315   20.1
20190728/0345   18.3
20190728/0415   17.6
20190728/0445   16.9
20190728/0515   15.6
20190728/0545   14.8
20190728/0615   14.9
20190728/0645   14.5
20190728/0715   15.0
20190728/0745   15.0
20190728/0815   13.8
20190728/0845   13.5
20190728/0915   13.9
20190728/0945   14.4
20190728/1015   14.1
20190728/1045   13.6
20190728/1115   12.9
20190728/1145   12.2
20190728/1215   11.8
20190728/1245   12.1
20190728/1315   12.0
20190728/1345   11.0
20190728/1415   11.5
20190728/1445   11.8
20190728/1515   11.0
20190728/1545   10.8
20190728/1615   11.0
20190728/1645   10.3
20190728/1715   10.0
20190728/1745   10.7
20190728/1815   10.4
20190728/1845   10.6
20190728/1915   11.3
20190728/1945   9.4
20190728/2015   8.6
20190728/2045   10.4
20190728/2115   10.0
20190728/2145   8.7
20190728/2215   9.2
20190728/2245   9.6
20190728/2315   7.8
20190728/2345   7.1
20190729/0015   8.4
20190729/0045   8.8
20190729/0115   8.6
20190729/0145   8.7
20190729/0215   8.6
20190729/0245   8.6
20190729/0315   9.4
20190729/0345   10.4
20190729/0415   11.0
20190729/0445   11.9
20190729/0515   11.7
20190729/0545   12.1
20190729/0615   12.6
20190729/0645   11.8
20190729/0715   12.5
20190729/0745   14.3
20190729/0815   14.9
20190729/0845   15.3
20190729/0915   15.3
20190729/0945   15.0
20190729/1015   16.1
20190729/1045   17.8
20190729/1115   18.4
20190729/1145   18.0
20190729/1215   18.4
20190729/1245   19.0
20190729/1315   19.0
20190729/1345   18.8
20190729/1415   19.6
20190729/1445   20.4
20190729/1515   19.4
20190729/1545   18.5
20190729/1615   18.4
20190729/1645   18.8
20190729/1715   18.6
20190729/1745   18.3
20190729/1815   18.9
20190729/1845   19.4
20190729/1915   19.6
20190729/1945   18.9
20190729/2015   19.1
20190729/2045   20.8
20190729/2115   21.5
20190729/2145   22.4
20190729/2215   22.4
20190729/2245   21.9
20190729/2315   21.0
20190729/2345   19.2
20190730/0015   18.6
20190730/0045   18.3
20190730/0115   18.1
20190730/0145   18.7
20190730/0215   20.0
20190730/0245   21.0
20190730/0315   21.3
20190730/0345   19.4
20190730/0415   18.4
20190730/0445   19.8
20190730/0515   20.3
20190730/0545   19.4
20190730/0615   19.2
20190730/0645   18.9
20190730/0715   20.2
20190730/0745   21.6
20190730/0815   21.0
20190730/0845   20.6
20190730/0915   19.7
20190730/0945   18.4
20190730/1015   17.8
20190730/1045   17.4
20190730/1115   17.5
20190730/1145   17.4
20190730/1215   17.2
20190730/1245   17.1
20190730/1315   16.7
20190730/1345   16.4
20190730/1415   17.8
20190730/1445   18.4
20190730/1515   17.9
20190730/1545   17.6
20190730/1615   18.1
20190730/1645   18.0
20190730/1715   17.1
20190730/1745   17.0
20190730/1815   16.6
20190730/1845   15.9
20190730/1915   15.5
20190730/1945   16.9
20190730/2015   17.9
20190730/2045   17.8
20190730/2115   17.4
20190730/2145   18.1
20190730/2215   18.9
20190730/2245   15.3
20190730/2315   12.7
20190730/2345   10.4
20190731/0015   8.0
20190731/0045   8.3
20190731/0115   9.0
20190731/0145   10.0
20190731/0215   11.2
20190731/0245   11.6
20190731/0315   11.9
20190731/0345   13.0
20190731/0415   13.8
20190731/0445   14.4
20190731/0515   13.8
20190731/0545   13.5
20190731/0615   13.2
20190731/0645   13.3
20190731/0715   14.1
20190731/0745   13.9
20190731/0815   13.5
20190731/0845   13.6
20190731/0915   13.7
20190731/0945   14.1
20190731/1015   14.1
20190731/1045   13.9
20190731/1115   14.3
20190731/1145   14.4
20190731/1215   14.1
20190731/1245   13.9
20190731/1315   13.6
20190731/1345   13.6
20190731/1415   14.4
20190731/1445   14.9
20190731/1515   14.7
20190731/1545   14.7
20190731/1615   14.7
20190731/1645   14.8
20190731/1715   14.9
20190731/1745   16.1
20190731/1815   17.3
20190731/1845   17.4
20190731/1915   17.7
20190731/1945   16.8
20190731/2015   16.8
20190731/2045   17.5
20190731/2115   17.1
20190731/2145   16.8
20190731/2215   16.9
20190731/2245   16.7
20190731/2315   16.4
20190731/2345   16.7
20190802/0015   16.2
20190802/0045   17.2
20190802/0115   17.8
20190802/0145   18.4
20190802/0215   20.2
20190802/0245   22.3
20190802/0315   23.2
20190802/0345   24.0
20190802/0415   23.7
20190802/0445   22.6
20190802/0515   21.5
20190802/0545   20.8
20190802/0615   18.9
20190802/0645   18.2
20190802/0715   18.0
20190802/0745   16.3
20190802/0815   15.4
20190802/0845   15.7
20190802/0915   15.4
20190802/0945   14.5
20190802/1015   14.9
20190802/1045   15.0
20190802/1115   14.5
20190802/1145   14.3
20190802/1215   13.9
20190802/1245   13.4
20190802/1315   12.6
20190802/1345   12.5
20190802/1415   13.0
20190802/1445   12.5
20190802/1515   12.0
20190802/1545   12.3
20190802/1615   12.2
20190802/1645   12.0
20190802/1715   11.9
20190802/1745   11.9
20190802/1815   12.3
20190802/1845   12.6
20190802/1915   12.1
20190802/1945   11.4
20190802/2015   11.8
20190802/2045   11.7
20190802/2115   12.0
20190802/2145   11.9
20190802/2215   12.2
20190802/2245   13.2
20190802/2315   12.8
20190802/2345   13.5
20190803/0015   14.0
20190803/0045   13.2
20190803/0115   13.3
20190803/0145   14.2
20190803/0215   14.7
20190803/0245   14.5
20190803/0315   14.6
20190803/0345   15.3
20190803/0415   14.7
20190803/0445   14.2
20190803/0515   14.8
20190803/0545   14.6
20190803/0615   14.0
20190803/0645   14.3
20190803/0715   15.0
20190803/0745   15.3
20190803/0815   15.2
20190803/0845   15.1
20190803/0915   14.9
20190803/0945   14.5
20190803/1015   14.5
20190803/1045   14.7
20190803/1115   14.7
20190803/1145   14.2
20190803/1215   13.8
20190803/1245   13.0
20190803/1315   11.8
20190803/1345   11.8
20190803/1415   12.3
20190803/1445   11.7
20190803/1515   10.8
20190803/1545   10.6
20190803/1615   10.8
20190803/1645   10.8
20190803/1715   11.0
20190803/1745   11.2
20190803/1815   11.4
20190803/1845   11.8
20190803/1915   10.5
20190803/1945   10.7
20190803/2015   12.5
20190803/2045   13.1
20190803/2115   13.3
20190803/2145   14.1
20190803/2215   14.7
20190803/2245   14.3
20190803/2315   14.2
20190803/2345   14.5
20190804/0015   15.0
20190804/0045   14.9
20190804/0115   14.8
20190804/0145   15.5
20190804/0215   17.0
20190804/0245   18.3
20190804/0315   18.2
20190804/0345   17.4
20190804/0415   17.0
20190804/0445   16.3
20190804/0515   15.8
20190804/0545   16.0
20190804/0615   16.4
20190804/0645   16.1
20190804/0715   15.2
20190804/0745   15.0
20190804/0815   16.5
20190804/0845   17.5
20190804/0915   16.2
20190804/0945   17.0
20190804/1015   17.5
20190804/1045   16.1
20190804/1115   17.1
20190804/1145   17.8
20190804/1215   17.3
20190804/1245   16.8
20190804/1315   16.0
20190804/1345   16.3
20190804/1415   17.8
20190804/1445   18.1
20190804/1515   18.0
20190804/1545   18.1
20190804/1615   18.1
20190804/1645   17.9
20190804/1715   18.1
20190804/1745   18.4
20190804/1815   19.2
20190804/1845   19.9
20190804/1915   19.0
20190804/1945   17.6
20190804/2015   17.6
20190804/2045   19.1
20190804/2115   20.1
20190804/2145   20.8
20190804/2215   22.0
20190804/2245   21.8
20190804/2315   21.8
20190804/2345   22.2
20190805/0015   20.8
20190805/0045   19.8
20190805/0115   21.8
20190805/0145   21.4
20190805/0215   19.5
20190805/0245   19.4
20190805/0315   19.2
20190805/0345   19.2
20190805/0415   18.9
20190805/0445   19.1
20190805/0515   19.4
20190805/0545   18.9
20190805/0615   18.3
20190805/0645   18.3
20190805/0715   17.4
20190805/0745   16.6
20190805/0815   17.4
20190805/0845   17.7
20190805/0915   17.7
20190805/0945   17.9
20190805/1015   17.7
20190805/1045   17.1
20190805/1115   16.6
20190805/1145   16.1
20190805/1215   16.5
20190805/1245   15.9
20190805/1315   14.5
20190805/1345   14.7
20190805/1415   15.0
20190805/1445   14.5
20190805/1515   14.2
20190805/1545   14.2
20190805/1615   14.2
20190805/1645   14.1
20190805/1715   13.9
20190805/1745   13.9
20190805/1815   14.4
20190805/1845   15.0
20190805/1915   14.2
20190805/1945   14.7
20190805/2015   15.4
20190805/2045   15.6
20190805/2115   16.1
20190805/2145   16.1
20190805/2215   17.6
20190805/2245   17.6
20190805/2315   15.4
20190805/2345   14.4
20190806/0015   14.0
20190806/0045   13.8
20190806/0115   13.7
20190806/0145   14.1
20190806/0215   16.5
20190806/0245   18.5
20190806/0315   17.3
20190806/0345   15.5
20190806/0415   14.7
20190806/0445   14.2
20190806/0515   13.6
20190806/0545   12.9
20190806/0615   12.7
20190806/0645   12.5
20190806/0715   12.7
20190806/0745   13.5
20190806/0815   14.0
20190806/0845   14.4
20190806/0915   14.4
20190806/0945   14.1
20190806/1015   13.9
20190806/1045   14.1
20190806/1115   14.0
20190806/1145   13.8
20190806/1215   13.8
20190806/1245   13.6
20190806/1315   13.2
20190806/1345   14.0
20190806/1415   14.9
20190806/1445   14.8
20190806/1515   14.6
20190806/1545   14.6
20190806/1615   14.2
20190806/1645   14.0
20190806/1715   14.7
20190806/1745   15.3
20190806/1815   15.5
20190806/1845   15.5
20190806/1915   14.8
20190806/1945   14.9
20190806/2015   15.4
20190806/2045   15.0
20190806/2115   15.9
20190806/2145   16.6
20190806/2215   17.0
20190806/2245   16.9
20190806/2315   16.4
20190806/2345   16.8
20190807/0015   16.4
20190807/0045   16.6
20190807/0115   17.1
20190807/0145   17.2
20190807/0215   17.0
20190807/0245   17.3
20190807/0315   18.0
20190807/0345   17.3
20190807/0415   17.0
20190807/0445   16.4
20190807/0515   16.2
20190807/0545   16.8
20190807/0615   16.6
20190807/0645   16.6
20190807/0715   17.4
20190807/0745   17.5
20190807/0815   17.7
20190807/0845   17.6
20190807/0915   17.2
20190807/0945   17.5
20190807/1015   17.3
20190807/1045   17.6
20190807/1115   17.8
20190807/1145   17.9
20190807/1215   18.6
20190807/1245   18.4
20190807/1315   17.6
20190807/1345   18.6
20190807/1415   18.4
20190807/1445   18.1
20190807/1515   18.4
20190807/1545   18.0
20190807/1615   17.8
20190807/1645   17.3
20190807/1715   17.1
20190807/1745   17.3
20190807/1815   17.5
20190807/1845   17.5
20190807/1915   17.8
20190807/1945   18.2
20190807/2015   18.2
20190807/2045   18.1
20190807/2115   18.6
20190807/2145   19.4
20190807/2215   19.7
20190807/2245   19.0
20190807/2315   19.1
20190807/2345   20.3
20190808/0015   20.5
20190808/0045   20.0
20190808/0115   20.3
20190808/0145   22.2
20190808/0215   23.6
20190808/0245   23.4
20190808/0315   22.5
20190808/0345   22.2
20190808/0415   22.4
20190808/0445   21.5
20190808/0515   20.8
20190808/0545   20.3
20190808/0615   20.4
20190808/0645   20.5
20190808/0715   20.1
20190808/0745   19.5
20190808/0815   19.5
20190808/0845   19.3
20190808/0915   18.7
20190808/0945   18.9
20190808/1015   18.9
20190808/1045   18.9
20190808/1115   19.0
20190808/1145   19.3
20190808/1215   19.0
20190808/1245   18.4
20190808/1315   18.7
20190808/1345   19.3
20190808/1415   19.2
20190808/1445   18.6
20190808/1515   18.9
20190808/1545   19.1
20190808/1615   18.8
20190808/1645   18.6
20190808/1715   19.1
20190808/1745   20.0
20190808/1815   20.1
20190808/1845   19.5
20190808/1915   19.1
20190808/1945   19.6
20190808/2015   20.3
20190808/2045   20.8
20190808/2115   21.9
20190808/2145   23.5
20190808/2215   23.2
20190808/2245   21.7
20190808/2315   22.3
20190808/2345   23.2
20190809/0015   23.6
20190809/0045   24.2
20190809/0115   23.8
20190809/0145   24.0
20190809/0215   24.1
20190809/0245   23.1
20190809/0315   23.4
20190809/0345   23.3
20190809/0415   21.9
20190809/0445   21.4
20190809/0515   22.0
20190809/0545   22.3
20190809/0615   23.1
20190809/0645   22.9
20190809/0715   22.3
20190809/0745   22.1
20190809/0815   22.3
20190809/0845   21.8
20190809/0915   20.5
20190809/0945   19.5
20190809/1015   18.7
20190809/1045   18.6
20190809/1115   18.6
20190809/1145   18.8
20190809/1215   18.0
20190809/1245   16.9
20190809/1315   16.9
20190809/1345   17.7
20190809/1415   17.2
20190809/1445   15.5
20190809/1515   14.5
20190809/1545   14.1
20190809/1615   14.9
20190809/1645   15.9
20190809/1715   16.1
20190809/1745   16.3
20190809/1815   16.8
20190809/1845   16.2
20190809/1915   15.4
20190809/1945   16.3
20190809/2015   15.0
20190809/2045   13.8
20190809/2115   14.0
20190809/2145   14.6
20190809/2215   14.8
20190809/2245   14.1
20190809/2315   13.8
20190809/2345   13.7
20190810/0015   13.8
20190810/0045   14.4
20190810/0115   14.1
20190810/0145   13.7
20190810/0215   14.0
20190810/0245   14.1
20190810/0315   14.0
20190810/0345   14.0
20190810/0415   14.7
20190810/0445   14.8
20190810/0515   14.5
20190810/0545   14.4
20190810/0615   14.9
20190810/0645   14.9
20190810/0715   14.7
20190810/0745   14.9
20190810/0815   14.9
20190810/0845   15.6
20190810/0915   16.2
20190810/0945   15.4
20190810/1015   15.6
20190810/1045   16.0
20190810/1115   14.7
20190810/1145   14.3
20190810/1215   14.6
20190810/1245   14.3
20190810/1315   14.4
20190810/1345   15.1
20190810/1415   15.0
20190810/1445   14.0
20190810/1515   14.0
20190810/1545   14.1
20190810/1615   14.3
20190810/1645   14.5
20190810/1715   14.2
20190810/1745   14.5
20190810/1815   14.7
20190810/1845   13.9
20190810/1915   15.8
20190810/1945   17.0
20190810/2015   15.1
20190810/2045   14.6
20190810/2115   14.6
20190810/2145   15.3
20190810/2215   14.6
20190810/2245   13.5
20190810/2315   13.8
20190810/2345   12.9
20190811/0015   12.1
20190811/0045   11.5
20190811/0115   11.4
20190811/0145   11.4
20190811/0215   11.8
20190811/0245   12.6
20190811/0315   13.4
20190811/0345   13.6
20190811/0415   11.8
20190811/0445   10.2
20190811/0515   10.8
20190811/0545   11.3
20190811/0615   11.6
20190811/0645   12.8
20190811/0715   14.2
20190811/0745   14.2
20190811/0815   14.2
20190811/0845   14.8
20190811/0915   14.4
20190811/0945   14.1
20190811/1015   14.0
20190811/1045   13.8
20190811/1115   13.1
20190811/1145   12.8
20190811/1215   13.0
20190811/1245   12.0
20190811/1315   12.2
20190811/1345   13.2
20190811/1415   11.9
20190811/1445   10.1
20190811/1515   10.4
20190811/1545   10.7
20190811/1615   9.6
20190811/1645   9.3
20190811/1715   9.9
20190811/1745   11.1
20190811/1815   10.5
20190811/1845   9.8
20190811/1915   10.4
20190811/1945   9.9
20190811/2015   9.1
20190811/2045   9.2
20190811/2115   10.7
20190811/2145   12.1
20190811/2215   12.4
20190811/2245   12.6
20190811/2315   12.1
20190811/2345   11.2
20190812/0015   9.5
20190812/0045   7.9
20190812/0115   9.0
20190812/0145   10.2
20190812/0215   10.0
20190812/0245   9.9
20190812/0315   9.7
20190812/0345   8.3
20190812/0415   7.4
20190812/0445   6.3
20190812/0515   5.2
20190812/0545   5.5
20190812/0615   6.6
20190812/0645   7.1
20190812/0715   7.7
20190812/0745   8.1
20190812/0815   7.5
20190812/0845   7.4
20190812/0915   7.1
20190812/0945   6.3
20190812/1015   6.6
20190812/1045   7.7
20190812/1115   8.4
20190812/1145   8.8
20190812/1215   8.5
20190812/1245   7.9
20190812/1315   8.3
20190812/1345   8.7
20190812/1415   8.6
20190812/1445   8.5
20190812/1515   8.1
20190812/1545   7.8
20190812/1615   7.5
20190812/1645   7.3
20190812/1715   7.6
20190812/1745   8.6
20190812/1815   9.4
20190812/1845   9.3
20190812/1915   8.9
20190812/1945   9.3
20190812/2015   9.2
20190812/2045   9.4
20190812/2115   9.6
20190812/2145   9.8
20190812/2215   9.2
20190812/2245   8.5
20190812/2315   8.8
20190812/2345   8.5
20190813/0015   8.4
20190813/0045   8.1
20190813/0115   7.7
20190813/0145   7.9
20190813/0215   8.1
20190813/0245   7.6
20190813/0315   7.9
20190813/0345   8.5
20190813/0415   7.9
20190813/0445   7.7
20190813/0515   7.8
20190813/0545   7.9
20190813/0615   8.0
20190813/0645   8.3
20190813/0715   8.5
20190813/0745   8.8
20190813/0815   9.1
20190813/0845   8.8
20190813/0915   8.8
20190813/0945   8.8
20190813/1015   8.9
20190813/1045   8.7
20190813/1115   8.4
20190813/1145   8.3
