PWVmidTim        PW
20190806/1715   15.4
20190806/1745   18.4
20190806/1815   20.0
20190806/1845   20.2
20190806/1915   19.9
20190806/1945   20.0
20190806/2015   20.2
20190806/2045   20.3
20190806/2115   20.7
20190806/2145   20.6
20190806/2215   20.6
20190806/2245   19.1
20190806/2315   18.0
20190806/2345   18.5
20190807/0015   18.7
20190807/0045   18.0
20190807/0115   16.7
20190807/0145   17.5
20190807/0215   17.4
20190807/0245   16.4
20190807/0315   16.8
20190807/0345   17.1
20190807/0415   18.0
20190807/0445   19.3
20190807/0515   18.5
20190807/0545   18.6
20190807/0615   19.8
20190807/0645   19.3
20190807/0715   19.8
20190807/0745   21.0
20190807/0815   20.7
20190807/0845   20.4
20190807/0915   19.9
20190807/0945   19.8
20190807/1015   19.8
20190807/1045   19.4
20190807/1115   19.0
20190807/1145   18.5
20190807/1215   18.6
20190807/1245   18.6
20190807/1315   18.6
20190807/1345   18.9
20190807/1415   19.3
20190807/1445   19.6
20190807/1515   19.3
20190807/1545   19.2
20190807/1615   19.6
20190807/1645   19.2
20190807/1715   19.3
20190807/1745   19.4
20190807/1815   19.1
20190807/1845   19.7
20190807/1915   20.1
20190807/1945   21.3
20190807/2015   21.2
20190807/2045   20.4
20190807/2115   21.1
20190807/2145   20.7
20190807/2215   21.9
20190807/2245   21.0
20190807/2315   18.8
20190807/2345   18.7
20190808/0015   18.9
20190808/0045   19.4
20190808/0115   18.6
20190808/0145   17.9
20190808/0215   17.3
20190808/0245   16.6
20190808/0315   16.8
20190808/0345   16.2
20190808/0415   15.8
20190808/0445   15.7
20190808/0515   15.1
20190808/0545   14.9
20190808/0615   14.4
20190808/0645   14.8
20190808/0715   15.4
20190808/0745   15.6
20190808/0815   15.5
20190808/0845   15.5
20190808/0915   16.6
20190808/0945   17.0
20190808/1015   16.8
20190808/1045   16.8
20190808/1115   17.3
20190808/1145   17.8
20190808/1215   17.9
20190808/1245   17.9
20190808/1315   17.8
20190808/1345   18.1
20190808/1415   18.7
20190808/1445   20.0
20190808/1515   19.5
20190808/1545   18.4
20190808/1615   18.2
20190808/1645   17.4
20190808/1715   18.8
20190808/1745   20.7
20190808/1815   21.3
20190808/1845   21.1
20190808/1915   19.2
20190808/1945   18.8
20190808/2015   19.1
20190808/2045   18.1
20190808/2115   18.5
20190808/2145   19.8
20190808/2215   20.9
20190808/2245   21.0
20190808/2315   20.4
20190808/2345   20.8
20190809/0015   19.7
20190809/0045   19.1
20190809/0115   19.4
20190809/0145   19.2
20190809/0215   19.5
20190809/0245   19.2
20190809/0315   19.5
20190809/0345   19.3
20190809/0415   18.6
20190809/0445   18.7
20190809/0515   18.9
20190809/0545   19.1
20190809/0615   20.6
20190809/0645   20.9
20190809/0715   20.3
20190809/0745   21.2
20190809/0815   21.7
20190809/0845   20.7
20190809/0915   20.5
20190809/0945   21.5
20190809/1015   22.3
20190809/1045   21.6
20190809/1115   21.7
20190809/1145   23.5
20190809/1215   23.5
20190809/1245   23.1
20190809/1315   23.3
20190809/1345   22.6
20190809/1415   22.2
20190809/1445   22.4
20190809/1515   22.3
20190809/1545   22.6
20190809/1615   23.0
20190809/1645   22.8
20190809/1715   24.0
20190809/1745   24.4
20190809/1815   23.2
20190809/1845   23.2
20190809/1915   23.3
20190809/1945   23.1
20190809/2015   22.1
20190809/2045   22.7
20190809/2115   23.4
20190809/2145   23.8
20190809/2215   23.5
20190809/2245   21.8
20190809/2315   21.6
20190809/2345   21.4
20190810/0015   20.4
20190810/0045   19.2
20190810/0115   18.5
20190810/0145   18.4
20190810/0215   18.5
20190810/0245   18.2
20190810/0315   18.9
20190810/0345   19.1
20190810/0415   18.7
20190810/0445   18.3
20190810/0515   18.0
20190810/0545   18.4
20190810/0615   18.6
20190810/0645   18.4
20190810/0715   18.7
20190810/0745   19.2
20190810/0815   19.0
20190810/0845   19.0
20190810/0915   19.6
20190810/0945   19.6
20190810/1015   18.8
20190810/1045   18.6
20190810/1115   18.6
20190810/1145   18.0
20190810/1215   18.4
20190810/1245   18.8
20190810/1315   18.6
20190810/1345   18.1
20190810/1415   17.9
20190810/1445   17.9
20190810/1515   17.2
20190810/1545   17.1
20190810/1615   17.9
20190810/1645   17.6
20190810/1715   17.5
20190810/1745   17.9
20190810/1815   18.8
20190810/1845   19.9
20190810/1915   20.3
20190810/1945   22.1
20190810/2015   23.2
20190810/2045   22.0
20190810/2115   21.2
20190810/2145   20.5
20190810/2215   20.9
20190810/2245   20.7
20190810/2315   19.6
20190810/2345   18.9
20190811/0015   17.8
20190811/0045   17.3
20190811/0115   17.0
20190811/0145   17.2
20190811/0215   16.8
20190811/0245   17.1
20190811/0315   17.8
20190811/0345   18.1
20190811/0415   17.8
20190811/0445   17.4
20190811/0515   17.4
20190811/0545   16.9
20190811/0615   16.1
20190811/0645   16.0
20190811/0715   16.5
20190811/0745   16.5
20190811/0815   16.3
20190811/0845   16.0
20190811/0915   16.0
20190811/0945   16.2
20190811/1015   15.7
20190811/1045   15.6
20190811/1115   16.1
20190811/1145   15.4
20190811/1215   14.7
20190811/1245   14.7
20190811/1315   14.9
20190811/1345   14.8
20190811/1415   14.9
20190811/1445   14.8
20190811/1515   13.9
20190811/1545   13.9
20190811/1615   14.5
20190811/1645   15.3
20190811/1715   16.3
20190811/1745   17.2
20190811/1815   18.7
20190811/1845   20.4
20190811/1915   21.2
20190811/1945   20.9
20190811/2015   21.5
20190811/2045   21.6
20190811/2115   20.8
20190811/2145   22.0
20190811/2215   22.4
20190811/2245   20.6
20190811/2315   20.1
20190811/2345   19.6
20190812/0015   18.7
20190812/0045   19.2
20190812/0115   18.8
20190812/0145   19.0
20190812/0215   19.0
20190812/0245   18.4
20190812/0315   18.2
20190812/0345   17.4
20190812/0415   16.6
20190812/0445   16.5
20190812/0515   16.7
20190812/0545   15.6
20190812/0615   15.1
20190812/0645   16.5
20190812/0715   18.1
20190812/0745   18.1
20190812/0815   18.2
20190812/0845   18.8
20190812/0915   19.6
20190812/0945   21.4
20190812/1015   21.2
20190812/1045   20.0
20190812/1115   19.6
20190812/1145   19.6
20190812/1215   18.6
20190812/1245   17.4
20190812/1315   16.9
20190812/1345   17.3
20190812/1415   17.7
20190812/1445   17.7
20190812/1515   17.7
20190812/1545   18.2
20190812/1615   18.2
20190812/1645   17.8
20190812/1715   18.3
20190812/1745   18.2
20190812/1815   17.9
20190812/1845   17.7
20190812/1915   19.9
20190812/1945   21.4
20190812/2015   20.7
20190812/2045   19.9
20190812/2115   19.1
20190812/2145   21.6
20190812/2215   21.9
20190812/2245   20.2
20190812/2315   19.1
20190812/2345   17.2
20190813/0015   17.2
20190813/0045   16.3
20190813/0115   14.5
20190813/0145   13.2
20190813/0215   11.5
20190813/0245   10.9
20190813/0315   10.8
20190813/0345   10.4
20190813/0415   10.5
20190813/0445   10.7
20190813/0515   11.0
20190813/0545   11.5
20190813/0615   11.8
20190813/0645   11.8
20190813/0715   11.9
20190813/0745   11.8
20190813/0815   11.7
20190813/0845   11.7
20190813/0915   12.0
20190813/0945   12.6
20190813/1015   12.6
20190813/1045   12.7
20190813/1115   12.8
20190813/1145   12.3
20190813/1215   12.1
20190813/1245   12.1
20190813/1315   12.1
20190813/1345   11.9
20190813/1415   12.2
20190813/1445   12.1
20190813/1515   12.1
20190813/1545   13.0
20190813/1615   13.1
20190813/1645   13.2
20190813/1715   14.3
20190813/1745   14.7
20190813/1815   15.6
20190813/1845   17.2
20190813/1915   17.3
20190813/1945   17.8
20190813/2015   18.8
20190813/2045   19.3
20190813/2115   19.5
20190813/2145   20.2
20190813/2215   19.3
20190813/2245   16.9
20190813/2315   15.9
20190813/2345   16.3
20190814/0015   16.7
20190814/0045   15.7
20190814/0115   16.4
20190814/0145   15.9
20190814/0215   15.3
20190814/0245   16.6
20190814/0315   16.4
20190814/0345   15.3
20190814/0415   13.8
20190814/0445   12.7
20190814/0515   12.9
20190814/0545   13.6
20190814/0615   13.8
20190814/0645   13.8
20190814/0715   14.0
20190814/0745   14.0
20190814/0815   13.6
20190814/0845   12.5
20190814/0915   12.4
20190814/0945   13.5
20190814/1015   13.6
20190814/1045   13.6
20190814/1115   13.4
20190814/1145   13.4
20190814/1215   13.8
20190814/1245   13.3
20190814/1315   13.0
20190814/1345   12.8
20190814/1415   12.6
20190814/1445   12.3
20190814/1515   12.2
20190814/1545   12.7
20190814/1615   12.1
20190814/1645   12.0
20190814/1715   13.1
20190814/1745   13.5
20190814/1815   14.7
20190814/1845   15.9
20190814/1915   16.9
20190814/1945   18.0
20190814/2015   18.0
20190814/2045   17.2
20190814/2115   17.2
20190814/2145   17.6
20190814/2215   16.5
20190814/2245   16.5
20190814/2315   16.4
20190814/2345   14.1
20190815/0015   12.2
20190815/0045   9.4
20190815/0115   8.2
20190815/0145   8.2
20190815/0215   8.0
20190815/0245   9.4
20190815/0315   10.1
20190815/0345   9.9
20190815/0415   10.6
20190815/0445   10.9
20190815/0515   11.0
20190815/0545   10.9
20190815/0615   10.7
20190815/0645   10.7
20190815/0715   10.9
20190815/0745   11.3
20190815/0815   11.0
20190815/0845   11.3
20190815/0915   11.7
20190815/0945   10.9
20190815/1015   10.7
20190815/1045   12.0
20190815/1115   12.2
20190815/1145   12.7
20190815/1215   14.1
20190815/1245   14.0
20190815/1315   13.6
20190815/1345   13.4
20190815/1415   13.2
20190815/1445   12.8
20190815/1515   12.8
20190815/1545   12.8
20190815/1615   12.7
20190815/1645   13.6
20190815/1715   14.5
20190815/1745   15.5
20190815/1815   16.5
20190815/1845   16.1
20190815/1915   15.6
20190815/1945   16.3
20190815/2015   17.3
20190815/2045   18.1
20190815/2115   19.0
20190815/2145   18.6
20190815/2215   16.2
20190815/2245   14.4
20190815/2315   15.8
20190815/2345   17.3
20190816/0015   17.6
20190816/0045   17.6
20190816/0115   17.4
20190816/0145   16.6
20190816/0215   16.3
20190816/0245   17.6
20190816/0315   18.2
20190816/0345   17.9
20190816/0415   17.8
20190816/0445   17.7
20190816/0515   17.7
20190816/0545   17.9
20190816/0615   17.4
20190816/0645   16.8
20190816/0715   16.9
20190816/0745   17.6
20190816/0815   17.6
20190816/0845   17.3
20190816/0915   17.9
20190816/0945   18.2
20190816/1015   17.0
20190816/1045   16.5
20190816/1115   17.1
20190816/1145   17.8
20190816/1215   18.9
20190816/1245   20.3
20190816/1315   21.4
20190816/1345   22.1
20190816/1415   22.2
20190816/1445   21.5
20190816/1515   21.2
20190816/1545   21.3
20190816/1615   20.4
20190816/1645   19.2
20190816/1715   18.9
20190816/1745   18.9
20190816/1815   19.4
20190816/1845   19.6
20190816/1915   19.9
20190816/1945   19.7
20190816/2015   18.9
20190816/2045   19.1
20190816/2115   18.7
20190816/2145   18.4
20190816/2215   18.8
20190816/2245   20.3
20190816/2315   20.3
20190816/2345   17.3
20190817/0015   18.8
20190817/0045   20.7
20190817/0115   19.3
20190817/0145   17.5
20190817/0215   16.4
20190817/0245   16.2
20190817/0315   15.6
20190817/0345   15.6
20190817/0415   15.7
20190817/0445   15.0
20190817/0515   14.0
20190817/0545   13.5
20190817/0615   14.0
20190817/0645   14.1
20190817/0715   13.9
20190817/0745   14.0
20190817/0815   13.8
20190817/0845   13.4
20190817/0915   13.6
20190817/0945   13.4
20190817/1015   13.4
20190817/1045   13.8
20190817/1115   14.0
20190817/1145   14.6
20190817/1215   15.6
20190817/1245   16.2
20190817/1315   15.9
20190817/1345   15.8
20190817/1415   16.1
20190817/1445   15.7
20190817/1515   15.7
20190817/1545   15.5
20190817/1615   14.9
20190817/1645   15.6
20190817/1715   16.7
20190817/1745   18.3
20190817/1815   18.9
20190817/1845   19.1
20190817/1915   19.8
20190817/1945   19.7
20190817/2015   20.2
20190817/2045   20.0
20190817/2115   20.0
20190817/2145   18.8
20190817/2215   15.9
20190817/2245   14.9
20190817/2315   15.3
20190817/2345   14.5
20190818/0015   15.4
20190818/0045   15.5
20190818/0115   13.9
20190818/0145   13.4
20190818/0215   14.3
20190818/0245   15.2
20190818/0315   15.7
20190818/0345   17.1
20190818/0415   18.3
20190818/0445   18.4
20190818/0515   18.4
20190818/0545   20.0
20190818/0615   20.3
20190818/0645   18.8
20190818/0715   18.0
20190818/0745   16.8
20190818/0815   16.7
20190818/0845   18.2
20190818/0915   20.0
20190818/0945   21.1
20190818/1015   21.0
20190818/1045   20.7
20190818/1115   21.0
20190818/1145   21.2
20190821/0015   17.4
20190821/0045   17.1
20190821/0115   16.3
20190821/0145   16.5
20190821/0215   17.6
20190821/0245   18.9
20190821/0315   19.8
20190821/0345   20.3
20190821/0415   20.7
20190821/0445   20.5
20190821/0515   20.0
20190821/0545   19.6
20190821/0615   18.9
20190821/0645   18.9
20190821/0715   19.1
20190821/0745   19.9
20190821/0815   20.7
20190821/0845   20.6
20190821/0915   20.8
20190821/0945   21.0
20190821/1015   21.1
20190821/1045   20.6
20190821/1115   20.6
20190821/1145   21.5
20190821/1215   21.4
20190821/1245   21.3
20190821/1315   22.3
20190821/1345   23.2
20190821/1415   23.0
20190821/1445   22.4
20190821/1515   21.9
20190821/1545   21.5
20190821/1615   21.1
20190821/1645   20.8
20190821/1715   20.8
20190821/1745   21.1
20190821/1815   21.8
20190821/1845   22.5
20190821/1915   21.9
20190821/1945   21.5
20190821/2015   21.8
20190821/2045   21.6
20190821/2115   21.5
20190821/2145   21.7
20190821/2215   21.1
20190821/2245   20.8
20190821/2315   21.3
20190821/2345   21.3
20190822/0015   20.6
20190822/0045   20.6
20190822/0115   20.5
20190822/0145   20.8
20190822/0215   22.0
20190822/0245   21.9
20190822/0315   21.5
20190822/0345   21.3
20190822/0415   20.9
20190822/0445   20.9
20190822/0515   20.8
20190822/0545   20.8
20190822/0615   21.4
20190822/0645   21.8
20190822/0715   21.6
20190822/0745   21.6
20190822/0815   21.7
20190822/0845   21.8
20190822/0915   21.5
20190822/0945   20.4
20190822/1015   20.2
20190822/1045   20.5
20190822/1115   20.5
20190822/1145   20.6
20190822/1215   20.5
20190822/1245   20.0
20190822/1315   19.2
20190822/1345   19.4
20190822/1415   19.3
20190822/1445   19.2
20190822/1515   19.6
20190822/1545   19.0
20190822/1615   18.6
20190822/1645   19.1
20190822/1715   19.8
20190822/1745   20.7
20190822/1815   21.6
20190822/1845   21.9
20190822/1915   20.7
20190822/1945   21.0
20190822/2015   21.7
20190822/2045   21.4
20190822/2115   21.6
20190822/2145   20.9
20190822/2215   20.3
20190822/2245   20.4
20190822/2315   20.1
20190822/2345   19.5
20190823/0015   18.9
20190823/0045   19.1
20190823/0115   19.3
20190823/0145   19.4
20190823/0215   20.1
20190823/0245   20.3
20190823/0315   20.1
20190823/0345   20.1
20190823/0415   19.9
20190823/0445   19.9
20190823/0515   19.7
20190823/0545   19.0
20190823/0615   19.5
20190823/0645   19.5
20190823/0715   18.7
20190823/0745   18.6
20190823/0815   18.3
20190823/0845   18.7
20190823/0915   18.8
20190823/0945   17.9
20190823/1015   17.4
20190823/1045   17.4
20190823/1115   17.0
20190823/1145   16.6
20190823/1215   16.3
20190823/1245   15.3
20190823/1315   13.9
20190823/1345   13.9
20190823/1415   13.6
20190823/1445   13.4
20190823/1515   13.6
20190823/1545   12.3
20190823/1615   12.3
20190823/1645   13.5
20190823/1715   15.6
20190823/1745   17.1
20190823/1815   19.5
20190823/1845   19.4
20190823/1915   18.4
20190823/1945   20.4
20190823/2015   20.3
20190823/2045   20.4
20190823/2115   21.0
20190823/2145   20.7
20190823/2215   20.0
20190823/2245   19.5
20190823/2315   18.4
20190823/2345   18.0
20190824/0015   17.4
20190824/0045   16.7
20190824/0115   16.6
20190824/0145   16.1
20190824/0215   15.9
20190824/0245   15.4
20190824/0315   14.7
20190824/0345   14.2
20190824/0415   13.5
20190824/0445   13.1
20190824/0515   13.3
20190824/0545   14.1
20190824/0615   14.7
20190824/0645   14.9
20190824/0715   14.8
20190824/0745   15.0
20190824/0815   14.9
20190824/0845   14.8
20190824/0915   14.7
20190824/0945   14.5
20190824/1015   14.2
20190824/1045   14.2
20190824/1115   13.9
20190824/1145   13.9
20190824/1215   14.5
20190824/1245   14.4
20190824/1315   14.4
20190824/1345   15.4
20190824/1415   15.5
20190824/1445   15.5
20190824/1515   16.0
20190824/1545   15.7
20190824/1615   15.9
20190824/1645   16.3
20190824/1715   16.8
20190824/1745   18.2
20190824/1815   18.6
20190824/1845   19.2
20190824/1915   19.7
20190824/1945   19.4
20190824/2015   19.0
20190824/2045   17.4
20190824/2115   18.0
20190824/2145   20.4
20190824/2215   22.1
20190824/2245   22.1
20190824/2315   20.9
20190824/2345   19.7
20190825/0015   17.5
20190825/0045   16.3
20190825/0115   16.7
20190825/0145   16.9
20190825/0215   16.6
20190825/0245   15.6
20190825/0315   14.6
20190825/0345   13.8
20190825/0415   12.7
20190825/0445   11.9
20190825/0515   11.2
20190825/0545   10.5
20190825/0615   9.9
20190825/0645   9.0
20190825/0715   8.6
20190825/0745   8.6
20190825/0815   8.4
20190825/0845   8.8
20190825/0915   9.2
20190825/0945   9.6
20190825/1015   9.9
20190825/1045   10.1
20190825/1115   10.8
20190825/1145   11.0
20190825/1215   11.2
20190825/1245   11.4
20190825/1315   11.2
20190825/1345   10.9
20190825/1415   10.9
20190825/1445   11.0
20190825/1515   11.2
20190825/1545   11.3
20190825/1615   11.6
20190825/1645   13.2
20190825/1715   15.4
20190825/1745   16.8
20190825/1815   17.1
20190825/1845   17.6
20190825/1915   17.6
20190825/1945   17.8
20190825/2015   17.1
20190825/2045   16.4
20190825/2115   15.7
20190825/2145   13.3
20190825/2215   12.5
20190825/2245   12.0
20190825/2315   11.0
20190825/2345   11.5
20190826/0015   11.5
20190826/0045   11.6
20190826/0115   11.5
20190826/0145   11.6
20190826/0215   11.7
20190826/0245   11.2
20190826/0315   11.4
20190826/0345   11.8
20190826/0415   10.4
20190826/0445   8.1
20190826/0515   7.2
20190826/0545   6.9
20190826/0615   7.5
20190826/0645   8.5
20190826/0715   8.4
20190826/0745   7.9
20190826/0815   7.3
20190826/0845   7.2
20190826/0915   7.1
20190826/0945   7.1
20190826/1015   7.5
20190826/1045   7.8
20190826/1115   8.4
20190826/1145   8.5
20190826/1215   8.8
20190826/1245   9.3
20190826/1315   9.3
20190826/1345   8.8
20190826/1415   9.4
20190826/1445   10.3
20190826/1515   11.1
20190826/1545   12.7
20190826/1615   13.5
20190826/1645   13.8
20190826/1715   14.7
20190826/1745   16.2
20190826/1815   17.8
20190826/1845   17.8
20190826/1915   17.5
20190826/1945   18.1
20190826/2015   18.4
20190826/2045   18.9
20190826/2115   18.1
20190826/2145   19.3
20190826/2215   19.9
20190826/2245   17.8
20190826/2315   16.6
20190826/2345   16.1
20190827/0015   16.4
20190827/0045   15.5
20190827/0115   14.6
20190827/0145   15.4
20190827/0215   15.5
20190827/0245   14.5
20190827/0315   14.0
20190827/0345   13.2
20190827/0415   12.1
20190827/0445   11.9
20190827/0515   11.7
20190827/0545   10.8
20190827/0615   10.4
20190827/0645   10.4
20190827/0715   10.1
20190827/0745   9.3
20190827/0815   9.0
20190827/0845   9.1
20190827/0915   9.3
20190827/0945   10.0
20190827/1015   10.1
20190827/1045   10.3
20190827/1115   11.3
20190827/1145   11.8
20190827/1215   11.9
20190827/1245   11.9
20190827/1315   12.3
20190827/1345   12.4
20190827/1415   11.9
20190827/1445   12.2
20190827/1515   12.0
20190827/1545   11.7
20190827/1615   12.6
20190827/1645   13.4
20190827/1715   14.5
20190827/1745   14.8
20190827/1815   15.3
20190827/1845   15.4
20190827/1915   14.5
20190827/1945   15.6
20190827/2015   15.9
20190827/2045   17.2
20190827/2115   17.7
20190827/2145   17.7
20190827/2215   18.3
20190827/2245   16.3
20190827/2315   15.2
20190827/2345   15.0
20190828/0015   15.3
20190828/0045   14.8
20190828/0115   12.7
20190828/0145   12.3
20190828/0215   12.1
20190828/0245   13.0
20190828/0315   14.5
20190828/0345   14.0
20190828/0415   12.7
20190828/0445   12.3
20190828/0515   12.2
20190828/0545   11.5
20190828/0615   11.0
20190828/0645   10.4
20190828/0715   11.3
20190828/0745   10.6
20190828/0815   9.1
20190828/0845   8.5
20190828/0915   7.7
20190828/0945   7.2
20190828/1015   6.4
20190828/1045   6.4
20190828/1115   6.2
20190828/1145   7.1
20190828/1215   7.6
20190828/1245   7.1
20190828/1315   8.0
20190828/1345   8.5
20190828/1415   9.5
20190828/1445   10.3
20190828/1515   9.4
20190828/1545   9.2
20190828/1615   9.4
20190828/1645   9.8
20190828/1715   11.0
20190828/1745   11.8
20190828/1815   12.6
20190828/1845   12.5
20190828/1915   11.8
20190828/1945   11.8
20190828/2015   12.5
20190828/2045   14.4
20190828/2115   14.7
20190828/2145   14.6
20190828/2215   17.3
20190828/2245   18.6
20190828/2315   17.4
20190828/2345   15.0
20190829/0015   13.3
20190829/0045   12.9
20190829/0115   11.6
20190829/0145   10.1
20190829/0215   9.6
20190829/0245   10.1
20190829/0315   9.9
20190829/0345   8.8
20190829/0415   8.4
20190829/0445   8.9
20190829/0515   7.9
20190829/0545   6.6
20190829/0615   7.8
20190829/0645   9.0
20190829/0715   9.2
20190829/0745   9.6
20190829/0815   10.0
20190829/0845   10.0
20190829/0915   10.0
20190829/0945   10.4
20190829/1015   10.7
20190829/1045   10.5
20190829/1115   11.2
20190829/1145   12.2
20190829/1215   12.8
20190829/1245   13.3
20190829/1315   12.9
20190829/1345   12.6
20190829/1415   12.0
20190829/1445   11.3
20190829/1515   12.2
20190829/1545   12.9
20190829/1615   12.3
20190829/1645   12.3
20190829/1715   13.4
20190829/1745   15.2
20190829/1815   16.2
20190829/1845   17.4
20190829/1915   18.9
20190829/1945   19.0
20190829/2015   18.2
20190829/2045   17.5
20190829/2115   17.3
20190829/2145   19.0
20190829/2215   19.2
20190829/2245   16.2
20190829/2315   14.3
20190829/2345   13.0
20190830/0015   12.4
20190830/0045   12.1
20190830/0115   11.8
20190830/0145   12.1
20190830/0215   12.2
20190830/0245   12.3
20190830/0315   12.4
20190830/0345   12.5
20190830/0415   12.4
20190830/0445   12.1
20190830/0515   12.0
20190830/0545   12.3
20190830/0615   13.3
20190830/0645   13.3
20190830/0715   13.2
20190830/0745   13.2
20190830/0815   13.0
20190830/0845   12.7
20190830/0915   11.7
20190830/0945   11.3
20190830/1015   11.6
20190830/1045   12.0
20190830/1115   12.0
20190830/1145   12.2
20190830/1215   12.5
20190830/1245   12.6
20190830/1315   13.3
20190830/1345   13.0
20190830/1415   12.8
20190830/1445   13.6
20190830/1515   13.1
20190830/1545   13.1
20190830/1615   13.6
20190830/1645   13.5
20190830/1715   13.8
20190830/1745   13.8
20190830/1815   14.2
20190830/1845   14.6
20190830/1915   15.0
20190830/1945   16.2
20190830/2015   17.0
20190830/2045   18.5
20190830/2115   18.6
20190830/2145   18.8
20190830/2215   19.6
20190830/2245   18.5
20190830/2315   19.9
20190830/2345   20.1
20190831/0015   18.6
20190831/0045   18.6
20190831/0115   17.3
20190831/0145   16.5
20190831/0215   15.9
20190831/0245   13.8
20190831/0315   12.1
20190831/0345   11.9
20190831/0415   12.1
20190831/0445   12.4
20190831/0515   12.1
20190831/0545   11.4
20190831/0615   11.6
20190831/0645   11.1
20190831/0715   10.7
20190831/0745   11.2
20190831/0815   11.8
20190831/0845   11.7
20190831/0915   11.2
20190831/0945   11.4
20190831/1015   11.7
20190831/1045   12.1
20190831/1115   12.2
20190831/1145   12.1
20190831/1215   12.4
20190831/1245   12.4
20190831/1315   12.8
20190831/1345   12.6
20190831/1415   12.4
20190831/1445   12.8
20190831/1515   12.3
20190831/1545   12.1
20190831/1615   12.6
20190831/1645   13.8
20190831/1715   14.8
20190831/1745   15.4
20190831/1815   15.6
20190831/1845   15.5
20190831/1915   15.8
20190831/1945   15.9
20190831/2015   16.0
20190831/2045   16.2
20190831/2115   15.0
20190831/2145   14.7
20190831/2215   15.5
20190831/2245   15.5
20190831/2315   15.7
20190831/2345   15.7
20190901/0015   15.6
20190901/0045   15.9
20190901/0115   16.0
20190901/0145   16.0
20190901/0215   16.0
20190901/0245   14.9
20190901/0315   13.9
20190901/0345   14.9
20190901/0415   14.7
20190901/0445   13.5
20190901/0515   13.2
20190901/0545   13.1
20190901/0615   12.7
20190901/0645   12.2
20190901/0715   11.6
20190901/0745   10.8
20190901/0815   10.9
20190901/0845   11.0
20190901/0915   10.0
20190901/0945   9.3
20190901/1015   9.9
20190901/1045   10.4
20190901/1115   10.4
20190901/1145   10.9
20190901/1215   11.0
20190901/1245   10.5
20190901/1315   10.2
20190901/1345   9.6
20190901/1415   10.1
20190901/1445   10.2
20190901/1515   9.8
20190901/1545   10.9
20190901/1615   11.5
20190901/1645   12.4
20190901/1715   13.4
20190901/1745   15.1
20190901/1815   16.1
20190901/1845   16.4
20190901/1915   16.9
20190901/1945   16.2
20190901/2015   17.6
20190901/2045   18.4
20190901/2115   16.7
20190901/2145   16.7
20190901/2215   17.7
20190901/2245   17.4
20190901/2315   17.7
20190901/2345   17.6
20190902/0015   17.5
20190902/0045   18.6
20190902/0115   20.0
20190902/0145   20.7
20190902/0215   19.9
20190902/0245   18.9
20190902/0315   20.1
20190902/0345   21.8
20190902/0415   21.3
20190902/0445   20.9
20190902/0515   20.1
20190902/0545   19.0
20190902/0615   18.4
20190902/0645   18.2
20190902/0715   17.6
20190902/0745   17.6
20190902/0815   17.6
20190902/0845   16.8
20190902/0915   16.6
20190902/0945   16.4
20190902/1015   15.5
20190902/1045   14.7
20190902/1115   14.3
20190902/1145   14.3
20190902/1215   13.9
20190902/1245   13.9
20190902/1315   14.0
20190902/1345   13.3
20190902/1415   13.1
20190902/1445   13.3
20190902/1515   13.4
20190902/1545   13.8
20190902/1615   14.5
20190902/1645   15.3
20190902/1715   15.2
20190902/1745   15.4
20190902/1815   15.9
20190902/1845   15.1
20190902/1915   15.3
20190902/1945   16.0
20190902/2015   16.2
20190902/2045   16.2
20190902/2115   16.3
20190902/2145   17.3
20190902/2215   18.3
20190902/2245   18.5
20190902/2315   19.6
20190902/2345   19.1
20190903/0015   17.6
20190903/0045   19.0
20190903/0115   19.2
20190903/0145   18.8
20190903/0215   18.5
20190903/0245   17.8
20190903/0315   17.8
20190903/0345   17.6
20190903/0415   16.0
20190903/0445   15.1
20190903/0515   14.5
20190903/0545   13.2
20190903/0615   11.8
20190903/0645   11.6
20190903/0715   11.4
20190903/0745   10.7
20190903/0815   10.1
20190903/0845   9.3
20190903/0915   8.1
20190903/0945   8.0
20190903/1015   9.1
20190903/1045   9.4
20190903/1115   9.4
20190903/1145   10.2
20190905/0015   16.5
20190905/0045   16.6
20190905/0115   16.2
20190905/0145   15.7
20190905/0215   15.7
20190905/0245   15.9
20190905/0315   15.8
20190905/0345   15.2
20190905/0415   14.5
20190905/0445   14.6
20190905/0515   14.8
20190905/0545   14.5
20190905/0615   14.6
20190905/0645   14.8
20190905/0715   13.6
20190905/0745   12.1
20190905/0815   12.1
20190905/0845   12.3
20190905/0915   12.0
20190905/0945   12.2
20190905/1015   12.7
20190905/1045   12.7
20190905/1115   12.6
20190905/1145   12.6
20190905/1215   12.3
20190905/1245   12.0
20190905/1315   11.9
20190905/1345   11.6
20190905/1415   11.3
20190905/1445   10.1
20190905/1515   10.6
20190905/1545   12.1
20190905/1615   13.1
20190905/1645   14.1
20190905/1715   14.3
20190905/1745   14.7
20190905/1815   16.5
20190905/1845   17.2
20190905/1915   15.6
20190905/1945   15.5
20190905/2015   16.1
20190905/2045   15.6
20190905/2115   18.0
20190905/2145   19.3
20190905/2215   15.9
20190905/2245   14.7
20190905/2315   13.7
20190905/2345   14.5
20190906/0015   15.7
20190906/0045   16.4
20190906/0115   16.5
20190906/0145   14.8
20190906/0215   13.0
20190906/0245   11.3
20190906/0315   11.2
20190906/0345   11.1
20190906/0415   11.3
