PWVmidTim        PW
20190420/1815   41.5
20190420/1845   41.8
20190420/1915   42.6
20190420/1945   43.4
20190420/2015   43.3
20190420/2045   41.9
20190420/2115   40.7
20190420/2145   40.7
20190420/2215   40.6
20190420/2245   40.7
20190420/2315   42.1
20190420/2345   43.8
20190421/0015   42.8
20190421/0045   40.7
20190421/0115   40.2
20190421/0145   41.3
20190421/0215   41.9
20190421/0245   42.3
20190421/0315   43.4
20190421/0345   43.8
20190421/0415   43.8
20190421/0445   42.4
20190421/0515   41.9
20190421/0545   42.3
20190421/0615   42.0
20190421/0645   42.4
20190421/0715   43.5
20190421/0745   43.2
20190421/0815   43.0
20190421/0845   42.4
20190421/0915   40.7
20190421/0945   41.1
20190421/1015   41.1
20190421/1045   40.2
20190421/1115   41.2
20190421/1145   41.4
20190421/1215   39.8
20190421/1245   40.2
20190421/1315   41.3
20190421/1345   41.4
20190421/1415   42.1
20190421/1445   43.5
20190421/1515   45.1
20190421/1545   45.5
20190421/1615   46.5
20190421/1645   47.3
20190421/1715   47.6
20190421/1745   47.9
20190421/1815   48.5
20190421/1845   49.9
20190421/1915   50.3
20190421/1945   50.1
20190421/2015   49.7
20190421/2045   50.0
20190421/2115   51.0
20190421/2145   50.1
20190421/2215   47.6
20190421/2245   46.6
20190421/2315   46.2
20190421/2345   44.8
20190422/0015   43.2
20190422/0045   43.3
20190422/0115   44.1
20190422/0145   44.2
20190422/0215   44.2
20190422/0245   44.8
20190422/0315   44.9
20190422/0345   44.5
20190422/0415   44.3
20190422/0445   43.2
20190422/0515   42.8
20190422/0545   43.5
20190422/0615   43.9
20190422/0645   44.0
20190422/0715   44.4
20190422/0745   44.9
20190422/0815   45.0
20190422/0845   44.4
20190422/0915   43.5
20190422/0945   43.7
20190422/1015   44.3
20190422/1045   44.5
20190422/1115   43.8
20190422/1145   43.8
20190422/1215   43.7
20190422/1245   43.0
20190422/1315   42.7
20190422/1345   42.3
20190422/1415   42.2
20190422/1445   41.5
20190422/1515   41.9
20190422/1545   43.5
20190422/1615   43.2
20190422/1645   43.7
20190422/1715   44.7
20190422/1745   44.7
20190422/1815   45.6
20190422/1845   47.3
20190422/1915   48.1
20190422/1945   47.8
20190422/2015   47.6
20190422/2045   46.4
20190422/2115   44.8
20190422/2145   44.0
20190422/2215   43.3
20190422/2245   42.1
20190422/2315   41.0
20190422/2345   39.3
20190423/0015   39.1
20190423/0045   39.4
20190423/0115   38.2
20190423/0145   38.3
20190423/0215   38.8
20190423/0245   38.0
20190423/0315   38.3
20190423/0345   39.5
20190423/0415   40.3
20190423/0445   39.0
20190423/0515   38.1
20190423/0545   38.8
20190423/0615   39.0
20190423/0645   39.8
20190423/0715   41.3
20190423/0745   41.7
20190423/0815   41.7
20190423/0845   41.1
20190423/0915   40.1
20190423/0945   40.5
20190423/1015   40.8
20190423/1045   39.7
20190423/1115   39.2
20190423/1145   39.8
20190423/1215   39.3
20190423/1245   39.2
20190423/1315   40.0
20190423/1345   40.5
20190423/1415   40.7
20190423/1445   42.2
20190423/1515   43.5
20190423/1545   44.9
20190423/1615   47.0
20190423/1645   47.7
20190423/1715   47.8
20190423/1745   49.3
20190423/1815   51.2
20190423/1845   51.5
20190423/1915   51.6
20190423/1945   50.5
20190423/2015   49.2
20190423/2045   48.8
20190423/2115   48.0
20190423/2145   46.2
20190423/2215   44.5
20190423/2245   44.3
20190423/2315   43.4
20190423/2345   42.6
20190424/0015   41.9
20190424/0045   41.1
20190424/0115   41.6
20190424/0145   42.7
20190424/0215   42.6
20190424/0245   42.5
20190424/0315   42.9
20190424/0345   43.0
20190424/0415   43.0
20190424/0445   42.5
20190424/0515   42.5
20190424/0545   42.9
20190424/0615   43.2
20190424/0645   43.9
20190424/0715   44.3
20190424/0745   44.5
20190424/0815   45.5
20190424/0845   45.8
20190424/0915   45.1
20190424/0945   45.8
20190424/1015   49.2
20190424/1045   47.8
20190424/1115   44.7
20190424/1145   45.9
20190424/1215   44.8
20190424/1245   44.7
20190424/1315   46.0
20190424/1345   45.5
20190424/1415   46.0
20190424/1445   45.8
20190424/1515   45.0
20190424/1545   46.3
20190424/1615   46.5
20190424/1645   46.3
20190424/1715   46.9
20190424/1745   48.4
20190424/1815   49.9
20190424/1845   50.9
20190424/1915   52.5
20190424/1945   52.3
20190424/2015   51.5
20190424/2045   51.8
20190424/2115   52.1
20190424/2145   50.8
20190424/2215   49.4
20190424/2245   49.3
20190424/2315   49.4
20190424/2345   49.5
20190425/0015   49.6
20190425/0045   49.7
20190425/0115   49.8
20190425/0145   50.3
20190425/0215   50.3
20190425/0245   51.6
20190425/0315   53.0
20190425/0345   53.4
20190425/0415   54.2
20190425/0445   53.8
20190425/0515   52.8
20190425/0545   53.4
20190425/0615   53.6
20190425/0645   53.0
20190425/0715   53.2
20190425/0745   53.3
20190425/0815   54.1
20190425/0845   53.5
20190425/0915   52.9
20190425/0945   53.8
20190425/1015   54.0
20190425/1045   53.4
20190425/1115   53.3
20190425/1145   53.6
20190425/1215   53.6
20190425/1245   54.0
20190425/1315   54.8
20190425/1345   54.5
20190425/1415   54.3
20190425/1445   54.1
20190425/1515   54.3
20190425/1545   55.7
20190425/1615   55.9
20190425/1645   56.0
20190425/1715   56.9
20190425/1745   58.0
20190425/1815   59.2
20190425/1845   60.0
20190425/1915   59.6
20190425/1945   58.8
20190425/2015   59.1
20190425/2045   57.7
20190425/2115   56.2
20190425/2145   55.4
20190425/2215   55.7
20190425/2245   56.6
20190425/2315   55.6
20190425/2345   54.0
20190426/0015   52.3
20190426/0045   51.5
20190426/0115   51.3
20190426/0145   51.8
20190426/0215   51.5
20190426/0245   51.4
20190426/0315   52.5
20190426/0345   53.5
20190426/0415   54.5
20190426/0445   54.3
20190426/0515   52.9
20190426/0545   52.2
20190426/0615   52.6
20190426/0645   54.1
20190426/0715   54.3
20190426/0745   53.4
20190426/0815   54.3
20190426/0845   54.7
20190426/0915   55.3
20190426/0945   56.1
20190426/1015   56.0
20190426/1045   55.9
20190426/1115   55.3
20190426/1145   54.3
20190426/1215   53.2
20190426/1245   51.7
20190426/1315   49.9
20190426/1345   48.7
20190426/1415   47.9
20190426/1445   47.5
20190426/1515   48.3
20190426/1545   48.5
20190426/1615   47.4
20190426/1645   46.4
20190426/1715   46.6
20190426/1745   46.8
20190426/1815   46.8
20190426/1845   46.2
20190426/1915   44.9
20190426/1945   43.9
20190426/2015   42.4
20190426/2045   41.1
20190426/2115   41.2
20190426/2145   41.6
20190426/2215   41.4
20190426/2245   40.6
20190426/2315   39.7
20190426/2345   39.6
20190427/0015   38.3
20190427/0045   36.4
20190427/0115   35.8
20190427/0145   36.4
20190427/0215   35.7
20190427/0245   35.4
20190427/0315   35.8
20190427/0345   35.6
20190427/0415   34.9
20190427/0445   35.1
20190427/0515   34.9
20190427/0545   34.2
20190427/0615   33.8
20190427/0645   33.8
20190427/0715   34.2
20190427/0745   33.7
20190427/0815   34.4
20190427/0845   34.3
20190427/0915   33.6
20190427/0945   33.3
20190427/1015   32.8
20190427/1045   32.8
20190427/1115   34.2
20190427/1145   34.6
20190427/1215   34.3
20190427/1245   34.8
20190427/1315   35.5
20190427/1345   36.1
20190427/1415   36.7
20190427/1445   37.2
20190427/1515   37.7
20190427/1545   37.0
20190427/1615   36.4
20190427/1645   36.6
20190427/1715   36.5
20190427/1745   36.6
20190427/1815   36.4
20190427/1845   35.7
20190427/1915   35.5
20190427/1945   35.6
20190427/2015   35.4
20190427/2045   35.9
20190427/2115   35.8
20190427/2145   34.6
20190427/2215   34.4
20190427/2245   34.0
20190427/2315   33.6
20190427/2345   33.0
20190428/0015   31.2
20190428/0045   29.8
20190428/0115   29.8
20190428/0145   30.5
20190428/0215   31.3
20190428/0245   32.6
20190428/0315   33.9
20190428/0345   34.7
20190428/0415   34.6
20190428/0445   33.5
20190428/0515   33.1
20190428/0545   33.5
20190428/0615   33.4
20190428/0645   33.4
20190428/0715   33.2
20190428/0745   33.1
20190428/0815   33.9
20190428/0845   34.7
20190428/0915   36.1
20190428/0945   36.8
20190428/1015   37.3
20190428/1045   37.4
20190428/1115   37.3
20190428/1145   36.3
20190428/1215   35.1
20190428/1245   35.9
20190428/1315   36.5
20190428/1345   36.3
20190428/1415   35.1
20190428/1445   35.2
20190428/1515   36.4
20190428/1545   36.1
20190428/1615   35.0
20190428/1645   33.4
20190428/1715   33.3
20190428/1745   33.3
20190428/1815   33.0
20190428/1845   32.4
20190428/1915   30.8
20190428/1945   30.2
20190428/2015   30.4
20190428/2045   31.3
20190428/2115   31.9
20190428/2145   31.1
20190428/2215   31.2
20190428/2245   31.9
20190428/2315   31.2
20190428/2345   30.7
20190429/0015   30.1
20190429/0045   30.3
20190429/0115   30.5
20190429/0145   30.3
20190429/0215   30.8
20190429/0245   31.3
20190429/0315   31.2
20190429/0345   31.1
20190429/0415   31.8
20190429/0445   31.8
20190429/0515   31.2
20190429/0545   31.2
20190429/0615   31.3
20190429/0645   31.8
20190429/0715   31.3
20190429/0745   31.3
20190429/0815   32.1
20190429/0845   30.7
20190429/0915   30.5
20190429/0945   31.2
20190429/1015   31.3
20190429/1045   31.7
20190429/1115   32.0
20190429/1145   32.7
20190429/1215   33.6
20190429/1245   33.6
20190429/1315   34.1
20190429/1345   34.2
20190429/1415   33.9
20190429/1445   35.1
20190429/1515   36.5
20190429/1545   37.8
20190429/1615   39.0
20190429/1645   39.1
20190429/1715   38.2
20190429/1745   36.7
20190429/1815   36.1
20190429/1845   37.3
20190429/1915   37.4
20190429/1945   37.1
20190429/2015   36.8
20190429/2045   36.1
20190429/2115   36.5
20190429/2145   36.8
20190429/2215   36.8
20190429/2245   37.6
20190429/2315   39.0
20190429/2345   41.0
20190430/0015   39.9
20190430/0045   37.7
20190430/0115   35.7
20190430/0145   34.1
20190430/0215   34.4
20190430/0245   34.5
20190430/0315   34.4
20190430/0345   34.1
20190430/0415   34.2
20190430/0445   34.7
20190430/0515   34.7
20190430/0545   34.4
20190430/0615   33.8
20190430/0645   33.0
20190430/0715   33.9
20190430/0745   35.5
20190430/0815   35.8
20190430/0845   33.1
20190430/0915   31.7
20190430/0945   32.8
20190430/1015   32.3
20190430/1045   32.4
20190430/1115   33.2
20190430/1145   31.7
20190430/1215   30.6
20190430/1245   30.5
20190430/1315   31.4
20190430/1345   33.6
20190430/1415   35.6
20190430/1445   39.7
20190430/1515   44.4
20190430/1545   44.7
20190430/1615   40.8
20190430/1645   40.5
20190430/1715   42.7
20190430/1745   43.1
20190430/1815   42.3
20190430/1845   40.5
20190430/1915   39.0
20190430/1945   37.2
20190430/2015   36.2
20190430/2045   36.4
20190430/2115   36.9
20190430/2145   37.6
20190430/2215   39.9
20190430/2245   41.9
20190430/2315   41.6
20190430/2345   40.8
20190501/0015   40.5
20190501/0045   40.1
20190501/0115   39.2
20190501/0145   38.7
20190501/0215   38.1
20190501/0245   38.2
20190501/0315   37.8
20190501/0345   37.6
20190501/0415   37.3
20190501/0445   36.7
20190501/0515   36.6
20190501/0545   38.2
20190501/0615   38.4
20190501/0645   35.4
20190501/0715   34.1
20190501/0745   33.8
20190501/0815   32.2
20190501/0845   30.6
20190501/0915   30.4
20190501/0945   30.6
20190501/1015   30.1
20190501/1045   30.2
20190501/1115   31.8
20190501/1145   33.1
20190501/1215   32.8
20190501/1245   33.0
20190501/1315   33.4
20190501/1345   34.2
20190501/1415   34.7
20190501/1445   35.6
20190501/1515   37.9
20190501/1545   38.3
20190501/1615   41.8
20190501/1645   47.7
20190501/1715   48.1
20190501/1745   45.0
20190501/1815   42.9
20190501/1845   42.8
20190501/1915   42.8
20190501/1945   42.3
20190501/2015   42.2
20190501/2045   41.8
20190501/2115   41.7
20190501/2145   42.0
20190501/2215   42.7
20190501/2245   41.9
20190501/2315   42.9
20190501/2345   43.5
20190502/0015   42.7
20190502/0045   41.7
20190502/0115   40.5
20190502/0145   43.3
20190502/0215   46.1
20190502/0245   46.3
20190502/0315   45.8
20190502/0345   45.9
20190502/0415   45.1
20190502/0445   43.9
20190502/0515   44.2
20190502/0545   45.1
20190502/0615   46.4
20190502/0645   49.6
20190502/0715   50.8
20190502/0745   49.6
20190502/0815   48.9
20190502/0845   46.8
20190502/0915   44.8
20190502/0945   43.4
20190502/1015   40.3
20190502/1045   40.3
20190502/1115   43.1
20190502/1145   43.9
20190502/1215   43.6
20190502/1245   44.0
20190502/1315   46.3
20190502/1345   49.1
20190502/1415   48.4
20190502/1445   47.4
20190502/1515   47.5
20190502/1545   46.3
20190502/1615   45.7
20190502/1645   45.6
20190502/1715   45.5
20190502/1745   47.1
20190502/1815   48.3
20190502/1845   48.2
20190502/1915   48.2
20190502/1945   49.9
20190502/2015   50.4
20190502/2045   47.8
20190502/2115   47.3
20190502/2145   48.2
20190502/2215   48.1
20190502/2245   48.1
20190502/2315   48.2
20190502/2345   47.8
20190503/0015   47.9
20190503/0045   49.0
20190503/0115   52.9
20190503/0145   53.7
20190503/0215   54.3
20190503/0245   54.7
20190503/0315   50.3
20190503/0345   47.8
20190503/0415   46.9
20190503/0445   46.2
20190503/0515   45.4
20190503/0545   45.8
20190503/0615   49.1
20190503/0645   51.9
20190503/0715   52.2
20190503/0745   53.7
20190503/0815   54.0
20190503/0845   52.6
20190503/0915   52.6
20190503/0945   54.1
20190503/1015   52.7
20190503/1045   50.2
20190503/1115   49.1
20190503/1145   47.7
20190503/1215   46.9
20190503/1245   47.2
20190503/1315   49.0
20190503/1345   53.4
20190503/1415   53.6
20190503/1445   52.6
20190503/1515   53.4
20190503/1545   51.3
20190503/1615   54.0
20190503/1645   58.9
20190503/1715   60.8
20190503/1745   60.4
20190503/1815   58.3
20190503/1845   58.5
20190503/1915   59.8
20190503/1945   60.0
20190503/2015   59.9
20190503/2045   59.4
20190503/2115   57.6
20190503/2145   56.0
20190503/2215   55.0
20190503/2245   53.4
20190503/2315   54.3
20190503/2345   54.2
20190504/0015   53.4
20190504/0045   52.4
20190504/0115   50.2
20190504/0145   48.4
20190504/0215   46.6
20190504/0245   45.2
20190504/0315   44.8
20190504/0345   44.2
20190504/0415   44.1
20190504/0445   44.4
20190504/0515   44.5
20190504/0545   43.5
20190504/0615   42.5
20190504/0645   42.1
20190504/0715   41.8
20190504/0745   42.5
20190504/0815   42.4
20190504/0845   41.9
20190504/0915   41.4
20190504/0945   40.5
20190504/1015   41.0
20190504/1045   41.7
20190504/1115   42.0
20190504/1145   43.1
20190504/1215   43.5
20190504/1245   43.8
20190504/1315   44.6
20190504/1345   44.1
20190504/1415   44.0
20190504/1445   45.4
20190504/1515   46.8
20190504/1545   47.5
20190504/1615   48.2
20190504/1645   48.8
20190504/1715   48.8
20190504/1745   49.0
20190504/1815   49.4
20190504/1845   48.8
20190504/1915   47.3
20190504/1945   46.6
20190504/2015   45.2
20190504/2045   44.1
20190504/2115   43.6
20190504/2145   44.1
20190504/2215   46.0
20190504/2245   45.9
20190504/2315   45.1
20190504/2345   45.1
20190505/0015   46.3
20190505/0045   47.3
20190505/0115   47.8
20190505/0145   48.2
20190505/0215   48.4
20190505/0245   48.4
20190505/0315   48.0
20190505/0345   48.6
20190505/0415   49.5
20190505/0445   49.1
20190505/0515   48.5
20190505/0545   48.4
20190505/0615   48.1
20190505/0645   47.5
20190505/0715   46.5
20190505/0745   45.8
20190505/0815   46.0
20190505/0845   46.2
20190505/0915   45.6
20190505/0945   44.8
20190505/1015   44.6
20190505/1045   45.1
20190505/1115   45.1
20190505/1145   44.3
20190505/1215   43.5
20190505/1245   43.2
20190505/1315   43.7
20190505/1345   43.1
20190505/1415   41.4
20190505/1445   41.4
20190505/1515   42.5
20190505/1545   41.8
20190505/1615   42.1
20190505/1645   41.7
20190505/1715   39.3
20190505/1745   38.8
20190505/1815   39.1
20190505/1845   39.7
20190505/1915   40.7
20190505/1945   40.7
20190505/2015   39.7
20190505/2045   39.9
20190505/2115   39.7
20190505/2145   39.5
20190505/2215   40.8
20190505/2245   41.0
20190505/2315   40.5
20190505/2345   40.0
20190506/0015   41.1
20190506/0045   41.9
20190506/0115   41.1
20190506/0145   41.1
20190506/0215   40.9
20190506/0245   40.8
20190506/0315   41.3
20190506/0345   40.8
20190506/0415   40.3
20190506/0445   40.4
20190506/0515   40.7
20190506/0545   40.4
20190506/0615   40.3
20190506/0645   40.9
20190506/0715   40.8
20190506/0745   39.9
20190506/0815   39.3
20190506/0845   39.0
20190506/0915   39.8
20190506/0945   40.9
20190506/1015   40.3
20190506/1045   40.9
20190506/1115   42.0
20190506/1145   41.8
20190506/1215   41.6
20190506/1245   42.2
20190506/1315   42.6
20190506/1345   43.5
20190506/1415   45.5
20190506/1445   46.5
20190506/1515   47.3
20190506/1545   47.8
20190506/1615   48.7
20190506/1645   49.2
20190506/1715   49.4
20190506/1745   49.5
20190506/1815   49.0
20190506/1845   49.2
20190506/1915   49.4
20190506/1945   49.6
20190506/2015   49.8
20190506/2045   49.3
20190506/2115   49.6
20190506/2145   50.5
20190506/2215   50.8
20190506/2245   49.9
20190506/2315   48.1
20190506/2345   47.9
20190507/0015   47.8
20190507/0045   47.5
20190507/0115   47.2
20190507/0145   47.2
20190507/0215   48.2
20190507/0245   48.4
20190507/0315   47.8
20190507/0345   48.1
20190507/0415   48.1
20190507/0445   47.4
20190507/0515   47.7
20190507/0545   47.8
20190507/0615   46.6
20190507/0645   45.2
20190507/0715   45.5
20190507/0745   45.8
20190507/0815   45.3
20190507/0845   45.4
20190507/0915   45.2
20190507/0945   44.7
20190507/1015   44.9
20190507/1045   45.4
20190507/1115   45.1
20190507/1145   44.6
20190507/1215   45.0
20190507/1245   45.1
20190507/1315   45.0
20190507/1345   44.4
20190507/1415   43.9
20190507/1445   44.6
20190507/1515   45.5
20190507/1545   45.4
20190507/1615   45.6
20190507/1645   45.6
20190507/1715   46.6
20190507/1745   47.7
20190507/1815   47.8
20190507/1845   47.8
20190507/1915   46.7
20190507/1945   45.7
20190507/2015   46.1
20190507/2045   46.0
20190507/2115   45.3
20190507/2145   45.5
20190507/2215   45.2
20190507/2245   43.9
20190507/2315   42.9
20190507/2345   42.6
20190508/0015   42.8
20190508/0045   43.1
20190508/0115   43.0
20190508/0145   42.9
20190508/0215   42.9
20190508/0245   43.4
20190508/0315   45.0
20190508/0345   45.8
20190508/0415   45.2
20190508/0445   43.8
20190508/0515   43.7
20190508/0545   45.2
20190508/0615   45.5
20190508/0645   45.2
20190508/0715   45.5
20190508/0745   45.6
20190508/0815   45.7
20190508/0845   45.3
20190508/0915   43.7
20190508/0945   44.4
20190508/1015   46.4
20190508/1045   47.2
20190508/1115   47.4
20190508/1145   47.3
20190508/1215   47.0
20190508/1245   46.8
20190508/1315   46.7
20190508/1345   46.6
20190508/1415   46.2
20190508/1445   46.2
20190508/1515   46.6
20190508/1545   46.2
20190508/1615   47.2
20190508/1645   47.8
20190508/1715   47.7
20190508/1745   47.6
20190508/1815   47.4
20190508/1845   47.1
20190508/1915   46.7
20190508/1945   45.4
20190508/2015   44.9
20190508/2045   45.2
20190508/2115   44.1
20190508/2145   44.0
20190508/2215   43.5
20190508/2245   43.1
20190508/2315   44.1
20190508/2345   44.5
20190509/0015   43.7
20190509/0045   44.3
20190509/0115   44.8
20190509/0145   44.2
20190509/0215   45.0
20190509/0245   45.9
20190509/0315   46.2
20190509/0345   46.6
20190509/0415   46.9
20190509/0445   46.9
20190509/0515   47.1
20190509/0545   47.5
20190509/0615   47.3
20190509/0645   46.5
20190509/0715   47.4
20190509/0745   47.1
20190509/0815   45.5
20190509/0845   44.7
20190509/0915   43.9
20190509/0945   44.0
20190509/1015   43.8
20190509/1045   43.7
20190509/1115   43.6
20190509/1145   43.5
20190509/1215   44.5
20190509/1245   46.6
20190509/1315   47.5
20190509/1345   47.4
20190509/1415   46.7
20190509/1445   44.5
20190509/1515   42.7
20190509/1545   39.9
20190509/1615   38.7
20190509/1645   40.0
20190509/1715   41.7
20190509/1745   43.7
20190509/1815   44.6
20190509/1845   44.5
20190509/1915   45.5
20190509/1945   47.2
20190509/2015   48.4
20190509/2045   49.9
20190509/2115   52.1
20190509/2145   53.3
20190509/2215   52.7
20190509/2245   51.9
20190509/2315   50.5
20190509/2345   49.5
20190510/0015   48.7
20190510/0045   47.7
20190510/0115   46.4
20190510/0145   45.6
20190510/0215   47.2
20190510/0245   49.0
20190510/0315   49.6
20190510/0345   49.6
20190510/0415   49.6
20190510/0445   50.6
20190510/0515   51.2
20190510/0545   50.9
20190510/0615   50.1
20190510/0645   49.0
20190510/0715   48.8
20190510/0745   48.7
20190510/0815   49.4
20190510/0845   51.0
20190510/0915   51.6
20190510/0945   51.6
20190510/1015   51.7
20190510/1045   52.0
20190510/1115   51.2
20190510/1145   50.3
20190510/1215   51.8
20190510/1245   52.9
20190510/1315   53.3
20190510/1345   54.5
20190510/1415   55.8
20190510/1445   56.2
20190510/1515   54.0
20190510/1545   51.1
20190510/1615   50.0
20190510/1645   50.4
20190510/1715   51.8
20190510/1745   52.0
20190510/1815   51.1
20190510/1845   50.7
20190510/1915   50.6
20190510/1945   49.6
20190510/2015   49.4
20190510/2045   49.9
20190510/2115   49.9
20190510/2145   51.1
20190510/2215   51.3
20190510/2245   50.2
20190510/2315   50.0
20190510/2345   50.2
20190511/0015   50.1
20190511/0045   51.3
20190511/0115   52.2
20190511/0145   51.7
20190511/0215   51.2
20190511/0245   51.0
20190511/0315   50.8
20190511/0345   51.1
20190511/0415   50.9
20190511/0445   50.2
20190511/0515   50.0
20190511/0545   49.6
20190511/0615   49.0
20190511/0645   48.3
20190511/0715   47.7
20190511/0745   47.1
20190511/0815   47.4
20190511/0845   47.0
20190511/0915   46.4
20190511/0945   46.7
20190511/1015   45.7
20190511/1045   45.0
20190511/1115   44.7
20190511/1145   44.7
20190511/1215   44.6
20190511/1245   43.9
20190511/1315   43.9
20190511/1345   45.0
20190511/1415   45.2
20190511/1445   45.3
20190511/1515   45.8
20190511/1545   46.0
20190511/1615   46.1
20190511/1645   46.3
20190511/1715   46.2
20190511/1745   44.7
20190511/1815   43.0
20190511/1845   41.8
20190511/1915   41.5
20190511/1945   41.6
20190511/2015   42.4
20190511/2045   42.2
20190511/2115   42.3
20190511/2145   43.3
20190511/2215   43.6
20190511/2245   43.7
20190511/2315   43.6
20190511/2345   43.6
20190512/0015   43.5
20190512/0045   44.1
20190512/0115   44.2
20190512/0145   44.0
20190512/0215   43.9
20190512/0245   43.7
20190512/0315   44.0
20190512/0345   44.8
20190512/0415   46.6
20190512/0445   46.1
20190512/0515   45.0
20190512/0545   46.2
20190512/0615   46.8
20190512/0645   45.6
20190512/0715   44.8
20190512/0745   45.8
20190512/0815   46.7
20190512/0845   46.7
20190512/0915   46.7
20190512/0945   46.5
20190512/1015   47.2
20190512/1045   48.7
20190512/1115   48.3
20190512/1145   47.6
20190512/1215   49.1
20190512/1245   51.5
20190512/1315   52.8
20190512/1345   52.6
20190512/1415   52.2
20190512/1445   52.1
20190512/1515   51.6
20190512/1545   50.8
20190512/1615   50.6
20190512/1645   50.7
20190512/1715   50.4
20190512/1745   50.4
20190512/1815   50.2
20190512/1845   49.5
20190512/1915   48.3
20190512/1945   47.9
20190512/2015   46.8
20190512/2045   44.2
20190512/2115   43.0
20190512/2145   44.0
20190512/2215   45.8
20190512/2245   45.9
20190512/2315   44.3
20190512/2345   43.1
20190513/0015   42.9
20190513/0045   44.3
20190513/0115   45.1
20190513/0145   44.5
20190513/0215   44.1
20190513/0245   44.7
20190513/0315   45.4
20190513/0345   45.0
20190513/0415   43.5
20190513/0445   42.5
20190513/0515   42.7
20190513/0545   43.2
20190513/0615   43.2
20190513/0645   42.7
20190513/0715   42.0
20190513/0745   41.8
20190513/0815   42.6
20190513/0845   42.1
20190513/0915   40.6
20190513/0945   40.5
20190513/1015   41.4
20190513/1045   41.9
20190513/1115   42.0
20190513/1145   42.7
20190513/1215   43.2
20190513/1245   43.7
20190513/1315   44.9
20190513/1345   44.5
20190513/1415   43.4
20190513/1445   43.7
20190513/1515   44.0
20190513/1545   44.2
20190513/1615   45.5
20190513/1645   46.4
20190513/1715   44.9
20190513/1745   44.6
20190513/1815   46.1
20190513/1845   48.2
20190513/1915   52.7
20190513/1945   53.4
20190513/2015   49.8
20190513/2045   46.4
20190513/2115   44.8
20190513/2145   46.1
20190513/2215   47.5
20190513/2245   47.6
20190513/2315   46.5
20190513/2345   45.6
20190514/0015   44.9
20190514/0045   44.2
20190514/0115   44.1
20190514/0145   44.6
20190514/0215   45.9
20190514/0245   46.2
20190514/0315   42.8
20190514/0345   41.6
20190514/0415   42.7
20190514/0445   42.7
20190514/0515   42.5
20190514/0545   41.6
20190514/0615   40.1
20190514/0645   39.2
20190514/0715   39.0
20190514/0745   39.0
20190514/0815   40.6
20190514/0845   41.7
20190514/0915   42.2
20190514/0945   42.5
20190514/1015   43.1
20190514/1045   42.9
20190514/1115   42.4
20190514/1145   43.6
20190514/1215   45.1
20190514/1245   46.0
20190514/1315   46.5
20190514/1345   44.6
20190514/1415   43.7
20190514/1445   45.1
20190514/1515   44.2
20190514/1545   43.8
20190514/1615   43.4
20190514/1645   42.4
20190514/1715   42.0
20190514/1745   41.7
20190514/1815   41.4
20190514/1845   40.2
20190514/1915   39.4
20190514/1945   39.7
20190514/2015   39.4
20190514/2045   38.3
20190514/2115   38.1
20190514/2145   38.0
20190514/2215   37.9
20190514/2245   37.8
20190514/2315   37.5
20190514/2345   37.9
20190515/0015   37.8
20190515/0045   38.2
20190515/0115   38.4
20190515/0145   38.2
20190515/0215   37.9
20190515/0245   38.0
20190515/0315   37.7
20190515/0345   37.3
20190515/0415   37.6
20190515/0445   37.9
20190515/0515   37.8
20190515/0545   37.9
20190515/0615   36.6
20190515/0645   35.2
20190515/0715   34.4
20190515/0745   33.6
20190515/0815   35.2
20190515/0845   36.8
20190515/0915   37.3
20190515/0945   37.9
20190515/1015   38.2
20190515/1045   38.6
20190515/1115   38.1
20190515/1145   37.3
20190515/1215   37.9
20190515/1245   38.3
20190515/1315   39.0
20190515/1345   40.3
20190515/1415   41.7
20190515/1445   41.3
20190515/1515   39.4
20190515/1545   39.0
20190515/1615   39.7
20190515/1645   40.3
20190515/1715   40.7
20190515/1745   40.3
20190515/1815   39.5
20190515/1845   38.9
20190515/1915   38.2
20190515/1945   38.2
20190515/2015   38.1
20190515/2045   37.8
20190515/2115   37.6
20190515/2145   37.4
20190515/2215   38.0
20190515/2245   37.6
20190515/2315   36.8
20190515/2345   37.8
20190516/0015   40.5
20190516/0045   40.4
20190516/0115   39.9
20190516/0145   41.3
20190516/0215   40.4
20190516/0245   39.1
20190516/0315   38.5
20190516/0345   38.8
20190516/0415   38.9
20190516/0445   37.8
20190516/0515   37.1
20190516/0545   36.8
20190516/0615   36.3
20190516/0645   36.9
20190516/0715   37.4
20190516/0745   37.8
20190516/0815   38.6
20190516/0845   37.7
20190516/0915   37.1
20190516/0945   36.9
20190516/1015   36.8
20190516/1045   37.0
20190516/1115   36.7
20190516/1145   36.2
20190516/1215   36.0
20190516/1245   36.1
20190516/1315   35.5
20190516/1345   36.2
20190516/1415   38.0
20190516/1445   37.9
20190516/1515   36.7
20190516/1545   37.6
20190516/1615   39.1
20190516/1645   41.3
20190516/1715   43.0
20190516/1745   43.1
20190516/1815   42.8
20190516/1845   41.6
20190516/1915   41.1
20190516/1945   41.0
20190516/2015   40.4
20190516/2045   39.2
20190516/2115   38.3
20190516/2145   38.6
20190516/2215   38.3
20190516/2245   37.6
20190516/2315   37.4
20190516/2345   37.5
20190517/0015   36.7
20190517/0045   35.3
20190517/0115   35.9
20190517/0145   36.8
20190517/0215   36.2
20190517/0245   36.1
20190517/0315   37.0
20190517/0345   37.2
20190517/0415   38.3
20190517/0445   39.6
20190517/0515   39.8
